trait_description	custom_category	top_rgAbs	top_p	top_FDR	NA	gap_gm_rg	gap_gm_se	gap_gm_z	gap_gm_p	gap_gm_FDR	NA.1	gap_wm_rg	gap_wm_se	gap_wm_z	gap_wm_p	gap_wm_FDR	NA.2	gap_gwm_rg	gap_gwm_se	gap_gwm_z	gap_gwm_p	gap_gwm_FDR	NA.3	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se	category	showcase
Number of live births	Maternity and sex-specific factors	0.0364	0.4748	0.786561474036851		-0.0096	0.0489	-0.1959	0.8446	0.915928073993471		0.0364	0.051	0.7148	0.4748	0.786561474036851		0.0201	0.0496	0.404	0.6862	0.862217951959545		0.0563	0.0037	1.0021	0.008	-0.0061	0.0055	Female-specific factors - Sex-specific factors - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2734
Fractured bone site(s): Wrist	Medical history and conditions	0.0433	0.6234	0.787410727969349		0.0433	0.0882	0.491	0.6234	0.787410727969349		-0.0042	0.099	-0.0425	0.9661	0.989301831129196		0.0207	0.0915	0.2263	0.821	0.939778935185185		0.0064	0.0016	1.0075	0.0072	0.0059	0.0053	Medical conditions - Health and medical history - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6151
Cancer diagnosed by doctor	Medical history and conditions	0.0383	0.627	0.78806230964467		0.0383	0.0787	0.486	0.627	0.78806230964467		0.0191	0.074	0.2577	0.7967	0.951153790613718		0.0331	0.0727	0.456	0.6484	0.844884848484848		0.0071	0.0014	1.0093	0.0067	0.0034	0.0046	Medical conditions - Health and medical history - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2453
Felt hated by family member as a child	Mental health	0.0302	0.5464	0.789756204379562		0.018	0.0519	0.3468	0.7288	0.852176806526807		0.03	0.0509	0.5902	0.5551	0.823079310344828		0.0302	0.0501	0.6031	0.5464	0.789756204379562		0.0529	0.0046	0.9997	0.0064	0.0043	0.0048	Traumatic events - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20487
Transport type for commuting to job workplace: Walk	Sociodemographics	0.0437	0.5021	0.790338751814224		0.0191	0.0614	0.311	0.7558	0.862589885057471		0.0437	0.0651	0.6713	0.5021	0.803207028753994		0.036	0.06	0.6004	0.5483	0.790338751814224		0.0171	0.0028	0.9966	0.0063	-0.0037	0.0049	Employment - Sociodemographics - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6143
ECG, heart rate	Physical measures	0.0509	0.4812	0.792516472545757		0.0024	0.0692	0.0353	0.9719	0.985855487179487		0.0509	0.0722	0.7043	0.4812	0.792516472545757		0.0309	0.0717	0.4311	0.6664	0.852612677878396		0.0924	0.012	1.02	0.0082	0.0076	0.0052	ECG during exercise - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5983
Intra-ocular pressure, Goldmann-correlated (left)	Physical measures	0.0312	0.4816	0.792516472545757		0.001	0.0403	0.0244	0.9805	0.988495922528033		-0.0312	0.0444	-0.7038	0.4816	0.792516472545757		-0.0202	0.0416	-0.486	0.627	0.838377972972973		0.2187	0.0126	1.0333	0.0116	0.0019	0.0057	Intraocular pressure - Eye measures - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5263
Home location - east co-ordinate (rounded)	Lifestyle and environment	0.0424	0.5838	0.792573611111111		-0.0402	0.0845	-0.4751	0.6347	0.792573611111111		-0.0321	0.0739	-0.4341	0.6642	0.880435073627845		-0.0424	0.0773	-0.5478	0.5838	0.81550593220339		0.0115	0.0019	1.2825	0.0093	5e-04	0.0061	Home locations - Local environment - Additional exposures	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22702
Someone to take to doctor when needed as a child	Mental health	0.0321	0.6411	0.796908155583438		-0.0321	0.0689	-0.4662	0.6411	0.796908155583438		-0.019	0.0792	-0.2403	0.8101	0.956109733487833		-0.0259	0.0739	-0.3512	0.7254	0.879944009779951		0.0319	0.0044	0.9916	0.0064	-0.0105	0.005	Traumatic events - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20491
Malignant neoplasm of skin	Medical history and conditions	0.0257	0.6422	0.796908155583438		-0.0257	0.0554	-0.4646	0.6422	0.796908155583438		0.0018	0.0528	0.0336	0.9732	0.989301831129196		-0.0122	0.0527	-0.2308	0.8175	0.936971494785631		0.0264	0.0045	1.0265	0.0135	-0.0019	0.0059	NA	NA
Job SOC coding: Personal assistants and other secretaries	Work environment	0.0448	0.6459	0.79949324155194		-0.0448	0.0975	-0.4595	0.6459	0.79949324155194		-0.0127	0.0953	-0.1336	0.8937	0.9680375		-0.0258	0.0942	-0.2738	0.7842	0.922833686690224		0.019	0.0053	0.9939	0.0065	0.0014	0.005	Employment history - Work environment - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22617
3mm asymmetry index (left)	Physical measures	0.0522	0.6474	0.80034825		-0.0522	0.1141	-0.4573	0.6474	0.80034825		0.0083	0.1081	0.0766	0.9389	0.989301831129196		-0.0228	0.11	-0.2072	0.8359	0.948850229357798		0.0215	0.0071	1.012	0.0071	0.0037	0.0051	Autorefraction - Eye measures - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5156
Trouble falling asleep	Mental health	0.0461	0.6485	0.800707240948814		0.0461	0.1012	0.4558	0.6485	0.800707240948814		0.0065	0.1072	0.0608	0.9515	0.989301831129196		0.0211	0.1045	0.2022	0.8397	0.949213942857143		0.0397	0.0091	0.9975	0.0063	-0.003	0.0046	Depression - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20533
Filtered coffee intake	Diet by 24-hour recall	0.0536	0.4893	0.802885945273632		0.034	0.0754	0.451	0.652	0.802885945273632		-0.0536	0.0775	-0.6914	0.4893	0.803207028753994		-0.0123	0.0748	-0.1647	0.8692	0.96060297029703		0.0543	0.0104	0.9981	0.007	8e-04	0.0049	Hot/cold beverages yesterday - Diet by 24-hour recall - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100270
Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Hormone replacement therapy	Medications	0.0624	0.4898	0.803207028753994		-0.0139	0.0913	-0.1525	0.8788	0.932500857449089		0.0624	0.0903	0.6907	0.4898	0.803207028753994		0.0276	0.0907	0.3048	0.7605	0.907279252110977		0.016	0.0025	1.0006	0.0061	0.0104	0.0058	Medication - Health and medical history - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6153
3mm regularity index (right)	Physical measures	0.0638	0.4917	0.803207028753994		0.0352	0.0944	0.3726	0.7095	0.839348684210526		-0.0638	0.0928	-0.6876	0.4917	0.803207028753994		-0.0239	0.0938	-0.2545	0.7991	0.925537236533958		0.0444	0.0071	1.0004	0.0071	0.0013	0.0056	Autorefraction - Eye measures - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5160
Adopted as a child	Family history and early life factors	0.071	0.4931	0.803207028753994		0.016	0.0946	0.1693	0.8656	0.924490712742981		-0.071	0.1036	-0.6855	0.4931	0.803207028753994		-0.0348	0.1	-0.3481	0.7278	0.879944009779951		0.0059	0.0013	0.9986	0.0065	0.006	0.0051	Early life factors - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1767
Tinnitus: Yes, now most or all of the time	Medical history and conditions	0.0482	0.4963	0.803207028753994		0.0135	0.0687	0.1972	0.8437	0.915928073993471		0.0482	0.0709	0.6803	0.4963	0.803207028753994		0.0374	0.0687	0.5441	0.5863	0.815542475386779		0.0309	0.0044	1.0039	0.0069	-0.009	0.005	Hearing - Health and medical history - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4803
Bipolar and major depression status: No Bipolar or Depression	Mental health	0.0428	0.4976	0.803207028753994		-0.0201	0.0654	-0.3075	0.7585	0.862589885057471		-0.0428	0.0632	-0.6782	0.4976	0.803207028753994		-0.0327	0.0643	-0.5089	0.6108	0.827665170068027		0.0639	0.0058	1.001	0.0062	-0.0057	0.0054	Mental health - Psychosocial factors - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20126
Ever had prolonged loss of interest in normal activities	Mental health	0.0339	0.4985	0.803207028753994		-0.0098	0.052	-0.1886	0.8504	0.915928073993471		0.0339	0.05	0.6768	0.4985	0.803207028753994		0.0136	0.051	0.2668	0.7896	0.922833686690224		0.0678	0.0048	0.9861	0.0069	0.0081	0.0051	Depression - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20441
Ever sought or received professional help for mental distress	Mental health	0.0342	0.5071	0.803207028753994		-0.008	0.0527	-0.1522	0.8791	0.932500857449089		0.0342	0.0515	0.6633	0.5071	0.803207028753994		0.0139	0.0519	0.2674	0.7891	0.922833686690224		0.0641	0.0053	1.0115	0.0079	0.0074	0.0054	Mental distress - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20499
Illnesses of father: High blood pressure	Family history and early life factors	0.0397	0.5238	0.805175		0.024	0.0561	0.4277	0.6689	0.812705282555283		-0.0397	0.0623	-0.6375	0.5238	0.805175		-0.0132	0.0592	-0.2234	0.8232	0.940121016166282		0.0193	0.0016	1.0146	0.0068	0.0081	0.0049	Family history - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107
Cholesterol (mmol/L)	Biological samples	0.024	0.524	0.805175		-0.0033	0.0431	-0.0765	0.939	0.967535721703011		0.024	0.0376	0.6372	0.524	0.805175		0.0117	0.0398	0.2942	0.7686	0.911445323741007		0.0815	0.0296	1.2673	0.1894	-6e-04	0.0071	Blood biochemistry - Blood assays - Biological samples	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30690
Professional informed about depression	Mental health	0.0465	0.5719	0.805228368794326		-0.0292	0.0859	-0.3395	0.7342	0.852176806526807		-0.0432	0.0787	-0.5488	0.5832	0.83835		-0.0465	0.0823	-0.5653	0.5719	0.805228368794326		0.0387	0.0086	1.0087	0.0075	0.0076	0.0054	Depression - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20448
Activities undertaken to treat depression: Talking therapies, such as psychotherapy, counselling, group therapy or CBT	Mental health	0.0294	0.5974	0.805833785450062		-0.0237	0.0538	-0.4397	0.6601	0.805833785450062		0.0294	0.0557	0.5282	0.5974	0.843797454031117		0.0042	0.0539	0.077	0.9386	0.972430366492147		0.0497	0.0047	1.0034	0.0069	0.0083	0.0048	Depression - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20547
Witnessed sudden violent death	Mental health	0.0428	0.6151	0.805833785450062		0.0401	0.0905	0.4427	0.658	0.805833785450062		0.0349	0.0835	0.4178	0.6761	0.889053439153439		0.0428	0.0852	0.5028	0.6151	0.827665170068027		0.0262	0.0042	1.0033	0.0069	8e-04	0.0057	Traumatic events - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20530
Ever contemplated self-harm	Mental health	0.0269	0.6567	0.805833785450062		0.0269	0.0604	0.4445	0.6567	0.805833785450062		-0.0125	0.0596	-0.2102	0.8335	0.956109733487833		0.0069	0.0597	0.1163	0.9074	0.96343329787234		0.0423	0.0051	1.0213	0.0068	0.007	0.0051	Self-harm behaviours - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20485
Carbohydrate	Diet by 24-hour recall	0.0398	0.6581	0.805833785450062		-0.0398	0.0898	-0.4425	0.6581	0.805833785450062		0.0172	0.0873	0.1965	0.8442	0.960353103448276		-0.0023	0.0885	-0.0254	0.9797	0.990719120654397		0.0414	0.0097	1.0079	0.0064	-0.0061	0.0049	Estimated nutrients yesterday - Diet by 24-hour recall - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100005
Mean reticulocyte volume	Biological samples	0.0142	0.6593	0.805833785450062		-0.0142	0.0321	-0.4409	0.6593	0.805833785450062		-0.014	0.0391	-0.3578	0.7205	0.904424307304786		-0.014	0.0349	-0.4012	0.6883	0.862217951959545		0.1863	0.0193	1.1726	0.0558	0.0073	0.0074	Blood count - Blood assays - Biological samples	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30260
Recent feelings of inadequacy	Mental health	0.0416	0.5363	0.810225038167939		0.0156	0.0684	0.2275	0.82	0.901088888888889		0.0416	0.0673	0.6184	0.5363	0.810225038167939		0.0354	0.0674	0.5246	0.5999	0.821746675900277		0.035	0.0044	1.0084	0.006	0.0069	0.005	Depression - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20507
Current employment status: Retired	Sociodemographics	0.0325	0.6709	0.81313737745098		0.0325	0.0764	0.4249	0.6709	0.81313737745098		-0.0155	0.0854	-0.1818	0.8557	0.961533930571109		0.0053	0.08	0.066	0.9474	0.973792466460268		0.0089	0.0014	1.0026	0.0066	0.0047	0.0049	Employment - Sociodemographics - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6142
3mm cylindrical power (left)	Physical measures	0.0387	0.5424	0.81401153262519		8e-04	0.06	0.0133	0.9894	0.993413387423935		-0.0387	0.0635	-0.6092	0.5424	0.81401153262519		-0.0241	0.0603	-0.4001	0.6891	0.862217951959545		0.0777	0.0075	1.0109	0.0071	-0.0038	0.0052	Autorefraction - Eye measures - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5119
Own or rent accommodation lived in: Rent - from private landlord or letting agency	Sociodemographics	0.0364	0.6802	0.818391484184915		-0.0364	0.0883	-0.4122	0.6802	0.818391484184915		-0.0201	0.0907	-0.2218	0.8245	0.956109733487833		-0.0306	0.0883	-0.346	0.7294	0.880366221142163		0.006	0.0014	1.0066	0.0068	0.0062	0.005	Household - Sociodemographics - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=680
Own or rent accommodation lived in: Own with a mortgage	Sociodemographics	0.0425	0.5481	0.81943580060423		0.0098	0.0712	0.1378	0.8904	0.938811940298507		-0.0425	0.0707	-0.6006	0.5481	0.81943580060423		-0.0188	0.0701	-0.2676	0.789	0.922833686690224		0.0107	0.0015	1.0041	0.007	3e-04	0.0048	Household - Sociodemographics - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=680
Destinations on discharge from hospital (recoded): Usual Place of residence: Living with relatives	Medical history and conditions	0.0517	0.5509	0.821779939668175		-0.0292	0.0952	-0.3071	0.7588	0.862589885057471		0.0517	0.0866	0.5964	0.5509	0.821779939668175		0.0134	0.0886	0.1516	0.8795	0.96060297029703		0.0053	0.0015	1.1168	0.007	0.0042	0.0047	Summary Administration - Hospital inpatient - Health-related outcomes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41248
Average weekly intake of other alcoholic drinks	Lifestyle and environment	0.0699	0.6863	0.823726577669903		-0.0699	0.173	-0.4039	0.6863	0.823726577669903		0.0382	0.1727	0.2212	0.8249	0.956109733487833		-0.0198	0.1661	-0.1191	0.9052	0.96343329787234		0.0062	0.0056	1.0055	0.0065	0.0074	0.005	Alcohol - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5364
Diagnoses - main ICD10: C44 Other malignant neoplasms of skin	Medical history and conditions	0.0228	0.6877	0.824406424242424		-0.0228	0.0568	-0.402	0.6877	0.824406424242424		-0.0021	0.06	-0.0344	0.9725	0.989301831129196		-0.0138	0.0577	-0.2394	0.8108	0.93334		0.0194	0.0033	1.0039	0.0114	0.0047	0.0051	Summary Diagnoses - Hospital inpatient - Health-related outcomes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202
Mineral and other dietary supplements: Zinc	Medications	0.0366	0.6019	0.827665170068027		-0.0211	0.0682	-0.3089	0.7574	0.862589885057471		-0.0366	0.0702	-0.5217	0.6019	0.843797454031117		-0.0346	0.0685	-0.5048	0.6137	0.827665170068027		0.011	0.0014	0.9887	0.0059	0.005	0.0049	Medication - Health and medical history - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6179
malignant neoplasm of male genital organs	Medical history and conditions	0.0322	0.643	0.835818335343788		-0.0291	0.0758	-0.3845	0.7006	0.835818335343788		-0.028	0.066	-0.4246	0.6711	0.8849572		-0.0322	0.0695	-0.4635	0.643	0.843781398416887		0.0255	0.0038	1.0268	0.0114	0.0016	0.0052	NA	NA
Treatment/medication code: evening primrose oil	Medications	0.0729	0.5683	0.83697068452381		-0.0512	0.1419	-0.3607	0.7183	0.845712738095238		-0.0729	0.1278	-0.5706	0.5683	0.83697068452381		-0.0612	0.1325	-0.462	0.6441	0.843781398416887		0.0024	0.0012	0.9967	0.0063	0.0024	0.005	Medications - Verbal interview - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20003
Other malignant neoplasms of skin	Medical history and conditions	0.0201	0.7036	0.837377135980746		-0.0201	0.0529	-0.3805	0.7036	0.837377135980746		0.0155	0.0557	0.2792	0.7801	0.940876707317073		-0.001	0.0534	-0.0192	0.9847	0.992730173292559		0.0275	0.0043	1.0239	0.0141	-0.0014	0.0059	NA	NA
Fried potatoes intake	Diet by 24-hour recall	0.0593	0.7059	0.838097358943577		0.0499	0.1323	0.3773	0.7059	0.838097358943577		-0.0593	0.1614	-0.3676	0.7131	0.903236143039591		-0.0156	0.1452	-0.1073	0.9146	0.96343329787234		0.0186	0.0089	0.9958	0.0065	0.0025	0.0051	Fruit/vegetables yesterday - Diet by 24-hour recall - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104020
Why stopped smoking: None of the above	Lifestyle and environment	0.029	0.707	0.838103473053892		-0.029	0.0772	-0.3759	0.707	0.838103473053892		0.0069	0.065	0.1067	0.915	0.978308108108108		-0.0109	0.0705	-0.1544	0.8773	0.96060297029703		0.0373	0.0054	0.9961	0.0065	4.7833e-06	0.0049	Smoking - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6157
Eye problems/disorders: None of the above	Medical history and conditions	0.0434	0.5753	0.83835		-0.0253	0.0759	-0.3337	0.7386	0.852176806526807		0.0434	0.0774	0.5602	0.5753	0.83835		0.0105	0.0756	0.139	0.8895	0.961437704918033		0.0271	0.0048	1.0135	0.0069	-0.0048	0.0053	Eyesight - Health and medical history - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6148
Age when periods started (menarche)	Maternity and sex-specific factors	0.0186	0.5786	0.83835		0.001	0.0357	0.0293	0.9766	0.986575485188968		0.0186	0.0335	0.5554	0.5786	0.83835		0.0119	0.0347	0.3417	0.7326	0.880366221142163		0.2086	0.0104	1.0015	0.0125	0.001	0.0057	Female-specific factors - Sex-specific factors - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2714
Types of transport used (excluding work): Cycle	Lifestyle and environment	0.0173	0.715	0.843836515513126		-0.0173	0.0475	-0.3652	0.715	0.843836515513126		0.0123	0.0485	0.2547	0.799	0.951153790613718		-0.0013	0.047	-0.0278	0.9778	0.989809825997953		0.0256	0.0017	1.0223	0.0069	-0.0018	0.005	Physical activity - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6162
Poultry intake	Lifestyle and environment	0.0159	0.7167	0.844834684147795		0.0159	0.0439	0.3628	0.7167	0.844834684147795		8e-04	0.0487	0.017	0.9864	0.990405685279188		0.007	0.0451	0.1546	0.8771	0.96060297029703		0.0321	0.0018	1.0079	0.0077	0.0074	0.0056	Diet - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1359
Home area population density - urban or rural: Scotland - Large Urban Area	Sociodemographics	0.0353	0.6552	0.848235077288942		-0.0308	0.0864	-0.3567	0.7213	0.848235077288942		0.0353	0.0791	0.4466	0.6552	0.880435073627845		0.0016	0.082	0.0199	0.9841	0.992730173292559		0.0086	0.0019	1.2528	0.0081	6e-04	0.0052	Reception - Recruitment - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20118
Facial ageing	Lifestyle and environment	0.0198	0.6113	0.851515070422535		-0.0031	0.0371	-0.0844	0.9327	0.964895711297071		0.0198	0.0389	0.5082	0.6113	0.851515070422535		0.0124	0.0366	0.3398	0.734	0.880978155339806		0.0681	0.0031	1.0381	0.0122	0.0107	0.0055	Sun exposure - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1757
Lifetime number of sexual partners	Lifestyle and environment	0.0139	0.7343	0.852176806526807		0.0139	0.0409	0.3394	0.7343	0.852176806526807		-0.0097	0.0438	-0.2217	0.8246	0.956109733487833		0.0017	0.0426	0.0395	0.9685	0.984426002055498		0.0813	0.0035	1.0189	0.0097	0.0087	0.0062	Sexual factors - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2149
Frequency of other exercises in last 4 weeks	Lifestyle and environment	0.0219	0.7351	0.852176806526807		-0.0219	0.0647	-0.3383	0.7351	0.852176806526807		0.0026	0.0673	0.0379	0.9698	0.989301831129196		-0.0135	0.0655	-0.2063	0.8366	0.948850229357798		0.0215	0.0032	0.9965	0.0068	0.0043	0.005	Physical activity - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=3637
Doctor diagnosed hayfever or allergic rhinitis	Work environment	0.018	0.7383	0.852176806526807		-0.018	0.0539	-0.3341	0.7383	0.852176806526807		-0.0017	0.0585	-0.0286	0.9772	0.989301831129196		-0.0085	0.0566	-0.1505	0.8804	0.96060297029703		0.0788	0.0088	1.007	0.0085	0.0056	0.005	Medical information - Work environment - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22126
